,user-screen_name,text,user-location,lang,retweet_count,created_at,hashtags,SocialEmotionalLearning,STEMeducation,EnglishLanguageDevelopment,ESSER,k12
25212,seh624,"While diving deeper into #Personalizedlearning this summer, one constant among the research is the focus on the learner, not the teacher. Love how this chart clarifies the differences.",,en,1.0,Sun Jul 25 11:44:08 +0000 2021,['Personalizedlearning'],False,False,False,False,False
25214,STEMFlights,"Did you know that a propellor is actually a wing?  Learning about how and why airplanes fly can inspire students to continue STEM education. 

#stem #stemeducation #aviation #aviatrix #flying #pilot #avgeek #nonprofit #stemflights #pilotmentor https://t.co/CxdhWFQdBo",United States,en,0.0,Sun Jul 25 11:45:02 +0000 2021,,False,True,False,False,False
25225,livluvlibrary,"#NebraskaNeedsSchoolLibrarians
Unfortunately school librarians are often underutilized. SLs can be life changers. SLs lift up &amp; support the entire school community. Give them adequate time &amp; resources &amp; you will get an amazing return on investment.
@NSLAorg @NDE_GOV @NSBAPublicEd","Nebraska, USA",en,0.0,Sun Jul 25 11:50:41 +0000 2021,['NebraskaNeedsSchoolLibrarians'],False,False,False,False,False
25226,MiaTarau_,"Celebrating with @chasingtimeENG: 'Days Crossing', our original drama series-based teaching/learning materials for use in the English language classroom, is a finalist in @BritishCouncil's 2021 ELTons, 'Innovation for Learner Resources' category 🥳 
#ESL #TESOL #NewZealand #PhD","Brisbane, Queensland",en,0.0,Sun Jul 25 11:50:45 +0000 2021,,False,False,True,False,False
25227,tit_twatter,"@AndrewKnight226 @JonSheller1 @factgasm2 @ersehole @uk_domain_names @SPD2212 @MorelosMs @RealSteve112 Read it again, I said you were suggesting I was Jon Sheller not Jon was me.

#ESL","Glasgow, Scotland",en,0.0,Sun Jul 25 11:50:56 +0000 2021,,False,False,True,False,False
25232,Erik_Youngman,"“Exit slips are easy to use and take little time away from instruction. Many teachers use them routinely—even daily—and attest to their positive influence on student achievement.” Via @robertjmarzano, @ASCD and @cultofpedagogy. 

#EdChat #edutwitter #teachertwitter #k12 #educoach","Illinois, USA",en,0.0,Sun Jul 25 11:52:08 +0000 2021,,False,False,False,False,True
25233,emilyfranESL,"We had a chance to unveil the cover of our upcoming book, #DIYpd4MLs today!
I'm so honored to be a co-author with @TanKHuynh &amp; @KatieToppel.  And SO EXCITED to share it with the world.   #MLSummit 

#MultilingualLearners #MLLs #ELLs #ESL #ESOL https://t.co/24M2Qlh6TA","Concord, NC",en,4.0,Sun Jul 25 11:52:43 +0000 2021,['DIYpd4MLs'],False,False,True,False,False
25241,ForestFireHub,"Code, create and collaborate with community to make your ForestFireHub more than the sum of its parts Artificial Intelligence Models in Simulated Environment For Autonomous Drone and Quadruped robots for Wildfire SuppressionEvaluating as Open Source recommends",,en,0.0,Sun Jul 25 11:54:58 +0000 2021,,False,False,False,False,False
25243,ezi_chanJP,"found out a good app to learn English❗
https://t.co/dkOz9b8GUK

#langtwt #studytwt #ESL",Banana Paradise,en,0.0,Sun Jul 25 11:55:09 +0000 2021,"['langtwt', 'studytwt', 'ESL']",False,False,True,False,False
25245,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Listening #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/HOmJx5b767,,en,0.0,Sun Jul 25 11:56:37 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Listening', 'Vocabulary', 'Vocab', 'ELT']",False,False,True,False,False
25246,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Reading #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/Y3WOyBSVod,,en,0.0,Sun Jul 25 11:56:41 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Reading', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
25247,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Reading #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/0dkpZIrVot,,en,0.0,Sun Jul 25 11:56:45 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Reading', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
25252,ChallengeLearn,"*PODCAST TIME*
Join @JamesNottinghm &amp; @andreasamadi Samadi as they discuss the impact of his work and challenge!

https://t.co/0BAhuRPvnQ

#podcast #sel #neuroscience https://t.co/BB6vg0e8kM","AU, DK, NO, SE, UK, USA",en,0.0,Sun Jul 25 12:00:00 +0000 2021,,True,False,False,False,False
25253,iamockypocky,"Learning never stops but learning should begin as soon as possible.

#kidtech #OckyPocky #ESL #English #LanguageLearning",India,en,0.0,Sun Jul 25 12:00:08 +0000 2021,"['kidtech', 'OckyPocky', 'ESL', 'English', 'LanguageLearning']",False,False,True,False,False
25255,360propd,"A New Resource for Teachers Using Promethean and Google

https://t.co/gZZkfvk3rR 

#360ProPD #GoogleEd  #education #edtech #K12 #Promethean https://t.co/jEMbdFZ0U1","Madisonville, LA",en,0.0,Sun Jul 25 12:00:36 +0000 2021,"['360ProPD', 'GoogleEd', 'education']",False,False,False,False,True
25256,StressFreeKids,"RT @SEL4USA Emotional intelligence is key to better health, learning and relationships   #StudentWellbeing #SEL https://t.co/jWB9wltkIH https://t.co/ELMQ49abyU",Worldwide,en,0.0,Sun Jul 25 12:00:47 +0000 2021,"['StudentWellbeing', 'SEL']",True,False,False,False,False
25257,StecherAdventur,"Social emotional learning is the best
Was a Great success

#thatsSEL
#teambuilding
 #socialemotionallearning 
#adventureeducation 
#outdoors https://t.co/FFLaCshK9W https://t.co/NVhu8gEYIW",,en,0.0,Sun Jul 25 12:01:17 +0000 2021,"['thatsSEL', 'teambuilding', 'socialemotionallearning']",True,False,False,False,False
25259,JanecekJudy,"@SellPhones4 hi there. I want to thank you for the amazing support you are showing teachers. I am a teacher for students with Autism and we are looking for books to support social emotional learning, snacks, basic supplies and decor. https://t.co/rV1PZjX8Ej https://t.co/tYWMKmntDh",Worcester,en,0.0,Sun Jul 25 12:01:59 +0000 2021,,True,False,False,False,False
25261,visualblearning,#visualbrandlearning #TPT #Pinterest #Facebook #ESL #Spanish #ancienthistory #science #middleschool #dyslexia #add Visual Learners Study Strategies https://t.co/p6d60hFZt9 #visuallearning,"Franklin, MI",en,0.0,Sun Jul 25 12:03:03 +0000 2021,"['visualbrandlearning', 'TPT', 'Pinterest', 'Facebook', 'ESL', 'Spanish', 'ancienthistory', 'science', 'middleschool', 'dyslexia', 'add']",False,False,True,False,False
25262,raysingletary1,"#Reflection:  Set my standards and fight to live them everyday. 

#seeitthrough 
#JoyfulLeaders #Sel #Selfcare #Teachers #PrincipalEDleaders #EDleaders #EDleadership #leadership #Leadershipskills #careercoach #careeradvice #education #educatorcareercoach https://t.co/VauRQ9LaOH",,en,0.0,Sun Jul 25 12:03:22 +0000 2021,"['Reflection', 'seeitthrough', 'JoyfulLeaders', 'Sel', 'Selfcare']",True,False,False,False,False
25267,ShiftingSchools,"Our free guide ""Collaboration Recalibration"" was one of our most popular free downloads of the past year. If you are looking for practical ways to help students rehearse the skills they need for collaboration, check it out: https://t.co/sGSmEwMwOH
#SEL https://t.co/JdKKh9VCtN",,en,0.0,Sun Jul 25 12:05:02 +0000 2021,,True,False,False,False,False
25274,ffarokhi,@aslan_magic Our students are such gamers that they’d appreciate this bio. #STEM #library #STEMeducation #biography #PictureBook,"Kansas, USA",en,0.0,Sun Jul 25 12:07:19 +0000 2021,"['STEM', 'library', 'STEMeducation', 'biography', 'PictureBook']",False,True,False,False,False
25275,nplace1,"8/12/21 is the last day this project will be live, way under 30 days. Red clock and sirens! Help us support literacy, good school citizenship, and social emotional learning by providing students with books of their choice from this machine!
https://t.co/GCeitoEs38 https://t.co/mPc9fGQyo5","Orlando, FL",en,10.0,Sun Jul 25 12:08:48 +0000 2021,,True,False,False,False,False
25276,Learnography,"Miniature school is the theme of structural classroom that runs on the brainpage theory of knowledge transfer
#science #research #success #K12 #innovation #learning #goals #kids #education #STEM #edtech #parents #facts #tools #life #books #future #growth 
https://t.co/yAu0YiNAJl",Nepal,en,0.0,Sun Jul 25 12:09:55 +0000 2021,,False,False,False,False,True
25277,vubblePOP,"🧠📈🤔

The science of ‘herd mentality’ https://t.co/5T7w0AiNEr via @bigthink  @LetsTalkScience 

#neurocience #thinking #evolution #impulsive #herdmentality #groupthink #psychology #Science #STEM #STEMed #STEMeducation",Everywhere,en,0.0,Sun Jul 25 12:10:00 +0000 2021,['neurocience'],False,True,False,False,False
25278,aflnewberry,"Meet the Thief in #Numberella! 

👍

 #dyslexia #edchat #edutwitter #facts #gamification  #growth #homeschooling2021 #k12 #learnathome #maths #marr #selfcaresunday #STEM #sundaymorning #weekend @LuCrosskill

 &gt;&gt;&gt; https://t.co/CaxfOdP3sh https://t.co/4y25EmjBiN",London,en,0.0,Sun Jul 25 12:10:02 +0000 2021,"['Numberella', 'dyslexia', 'edchat', 'edutwitter', 'facts', 'gamification', 'growth', 'homeschooling2021']",True,False,False,False,True
25282,StecherAdventur,"Social emotional learning is the best
Was a Great success

#thatsSEL
#teambuilding
 #socialemotionallearning 
#adventureeducation 
#outdoors https://t.co/FFLaCshK9W https://t.co/CiaEUaRcw6",,en,0.0,Sun Jul 25 12:12:42 +0000 2021,"['thatsSEL', 'teambuilding', 'socialemotionallearning']",True,False,False,False,False
25294,KIDSFIR91979351,"@esmezelda @JessicaValenti THIS is exactly why people “make such a fuss.”  Masks are not a zero-cost intervention for actively developing children who are learning language &amp; social-emotional communication.

We should be more critically evaluating whether this cost is merited given the risk profile of C19.",Connecticut,en,0.0,Sun Jul 25 12:14:51 +0000 2021,,False,False,False,False,False
25295,harry_hijack,"The Thief - confound your #Numberella opponent by stealing their Antcoins!   

😀

#classroom #eal #edchat #eal #facts #fun  #growth #homeschooling2021 #hype #k12 #luck #marr #STEM #sundaymotivation #weekend @NatalieEmma_14 

&gt;&gt;&gt; https://t.co/oU1Zhuc7Zw https://t.co/sLoyF0o8nj",Probabilium,en,0.0,Sun Jul 25 12:15:06 +0000 2021,"['Numberella', 'classroom', 'eal', 'edchat', 'eal']",False,False,False,False,True
25298,Rdene915,"A summer read! On sale for a great price! TRUE STORY: Lessons that One Kid Taught Us &amp; grab a few others at https://t.co/3iFdxqQKML, Stories shared by educators &amp; students.  #education #educhat #thriveinEDU #k12 #SEL @Edumatchbooks #backtoschool #teaching https://t.co/wwekCgTw2W",Pittsburgh,en,0.0,Sun Jul 25 12:16:03 +0000 2021,,True,False,False,False,True
25300,irina_mcgrath,💜💜💜 this is exciting! I cannot wait to read it!,"Louisville, KY",en,0.0,Sun Jul 25 12:17:56 +0000 2021,,False,False,False,False,False
25303,nplace1,"@IAmSophiaNelson Thank you for continuing this feed! It helps make me feel excited for the upcoming school year! We use crafting tools to help with social emotional learning so a few on my list are for @OfficialCricut items.😊

https://t.co/MSlRdiT44l","Orlando, FL",en,1.0,Sun Jul 25 12:20:04 +0000 2021,,True,False,False,False,False
25304,numberellaworld,"A Thief 100 can cause a 200 Antcoin swing in a game of #Numberella!   

🚀

#blendedlearning #edchat #educationalgames #edutwitter #facts  #growth #inspire #k12 #learn #makelearningfun #mathteacher #marr #STEM #sundayvibes #weekend @joelearymaths 

&gt;&gt;&gt; https://t.co/H7Mt0ZbMtI https://t.co/064lCvf4uw","London, England",en,0.0,Sun Jul 25 12:20:04 +0000 2021,"['Numberella', 'blendedlearning', 'edchat']",False,False,False,False,True
25305,ClassroomVivi,A little #Sunday #motivation. #english #learnenglish #englishonline #englishathome #inspiration #motivationalquotes #ingles #aprendeingles #inglesonline #inglesencasa #fraseseningles #frasesdemotivacion #efl #esl #anglais #motivacion #inspiracion https://t.co/Qvs79iexRc,,en,0.0,Sun Jul 25 12:20:12 +0000 2021,"['Sunday', 'motivation', 'english', 'learnenglish', 'englishonline', 'englishathome', 'inspiration', 'motivationalquotes']",False,False,True,False,False
25314,_Miss_A_Go,"What does The Thief do in #Numberella? 

🌏

 #edchat #eal #enjoy #facts #fun     #giftedstudents  #growth #homeschooling2021 #iste #iteach #k12 #math #marr #STEM #sundaymorning #weekend @MathFastLane 

&gt;&gt;&gt; https://t.co/Giae6P6j25 https://t.co/6vubXxZB7C",,en,0.0,Sun Jul 25 12:25:10 +0000 2021,"['Numberella', 'edchat', 'eal', 'enjoy', 'facts', 'fun', 'giftedstudents', 'growth']",False,False,False,False,True
25315,BrianKoning7,Check out THE FLOURISHING LEADER - read the latest edition here https://t.co/huIDVSrHAa Thanks to @codecidedotnet @mikekaechele @DataJoeG #sel #remotework,British Columbia,en,0.0,Sun Jul 25 12:25:40 +0000 2021,,True,False,False,False,False
25316,IreneEFL,"-Take French leave:to leave work without permission.
-When in Rome do as Romans do.When you’re visiting a different country, you should behave like the people who live there.

#learnenglish #idioms #saying",,en,0.0,Sun Jul 25 12:27:17 +0000 2021,,False,False,False,False,False
25317,jai_amie,"Some selfie Sunday sexy shots!
#selﬁe #underwear #lingerie #brunette #brunettebabe #beautifulgirls #iggirl #instagirl #instababedaily #sundaygirl #onlyfans
https://t.co/GtpvfPnBdo @ London, United Kingdom https://t.co/2iFPgL04AR",UK,en,0.0,Sun Jul 25 12:27:38 +0000 2021,"['selﬁe', 'underwear', 'lingerie', 'brunette', 'brunettebabe', 'beautifulgirls', 'iggirl']",True,False,False,False,False
25318,LoversL19004014,Lovely content!!! Dm your pictures for shout-out on Instagram. We help you to grow  your onlyfans at Instagram over 7million network 📩 most visit https://t.co/RSEhDBTWfv,,en,0.0,Sun Jul 25 12:27:46 +0000 2021,,False,False,False,False,False
25319,KimmiPromotion5,Lovely content!!! Dm your pictures for shout-out on Instagram. We help you to grow  your onlyfans at Instagram over 7million network 📩 most visit https://t.co/IBvLka33gY,,en,0.0,Sun Jul 25 12:27:50 +0000 2021,,False,False,False,False,False
25321,AlexaPr35809084,Lovely content!!! Dm your pictures for shout-out on Instagram. We help you to grow  your onlyfans at Instagram over 7million network 📩 most visit https://t.co/tffcnXKQ01,,en,0.0,Sun Jul 25 12:27:58 +0000 2021,,False,False,False,False,False
25327,daniela_oneill,Really interesting thread! #comics #comprehension #reading #literacy #k12,"Univ. of Waterloo, Canada",en,0.0,Sun Jul 25 12:29:32 +0000 2021,"['comics', 'comprehension', 'reading', 'literacy', 'k12']",False,False,False,False,True
25329,Goldensteinart,"""Rosa Resting"" by John Waddell on display near the healing spa at L'Auberge. 

His full portfolio is on https://t.co/lfenKSS2i3

#Bronze #LAubergedeSedona #Sedona #Sculpture #Patina #FineArt #SedonaArt #GoldensteinArt #GoldensteinGallery #VisitSedona #SedonaAZ #VisitArizona #Sel https://t.co/hNo1Y7W8NV","Sedona, AZ ",en,0.0,Sun Jul 25 12:30:08 +0000 2021,,True,False,False,False,False
25330,_JinGenie,"Find out about The Thief in this #Numberella video! 

👍

 #classroom #edchat #edutwitter #facts #gamification  #growth  #growthmindset #homeschooling2021 #iteachmath #k12 #maths #motivation #professional  #STEM #sundaymotivation @jamie2034 

&gt;&gt;&gt; https://t.co/o4G0pm4266 https://t.co/xGng6Q8OdG",Probabilium ,en,0.0,Sun Jul 25 12:30:09 +0000 2021,"['Numberella', 'classroom', 'edchat', 'edutwitter', 'facts', 'gamification']",False,False,False,False,True
25332,NikPeachey,Setting &amp; Tracking Goals for Remote Learners – https://t.co/71APNhdUHP https://t.co/emTh7MbhVT #esl #efl #elt #tesol #eal #tefl #teachingenglish #remotelearning #onlineEnglish https://t.co/piJt7egL5E,UK,en,0.0,Sun Jul 25 12:30:47 +0000 2021,"['esl', 'efl', 'elt']",False,False,True,False,False
25336,visual_linguist,Really interesting thread! #comics #comprehension #reading #literacy #k12 https://t.co/ZthUX36ouA,"Tilburg, Nederland",en,1.0,Sun Jul 25 12:32:11 +0000 2021,"['comics', 'comprehension', 'reading', 'literacy', 'k12']",False,False,False,False,True
25339,MsAndreaV,"What a great way to check in with kiddos, build community, &amp; normalize making mistakes. ❤️❤️ #postits #SEL #selfesteem","Aledo, Texas",en,0.0,Sun Jul 25 12:34:26 +0000 2021,"['postits', 'SEL']",True,False,False,False,False
25341,idiomeducator,"Want to test your understanding!? Take this short quiz!: https://t.co/Md8TVAA4D7
#idiomeducator.org #idioms #ELL #englisheducation #straightfromthehorse'smouth #idiomoftheweek https://t.co/wHWIR5hCzj",,en,0.0,Sun Jul 25 12:35:02 +0000 2021,"['idiomeducator', 'idioms', 'ELL']",False,False,True,False,False
25343,HCUnited,"Let's see those #Pets! 

Take a pic of what your #FurBaby is doing right now! OR Share your favorite photo of them! 

#Educators #Teaching #PetsOfInsta #K12 #Education #TeacherLeader #TeacherVoice #SundayFunday https://t.co/iV8vyfRDzF",,en,0.0,Sun Jul 25 12:35:42 +0000 2021,"['Pets', 'FurBaby']",False,False,False,False,True
25344,justAGirlGx,I drew these all of the beautiful @MelanieLBBH I love you so so much #MelanieMartinez #crybaby #alphabetBoy #k12 #artwork #drawing https://t.co/hKrUkuOkqt,New Zealand,en,0.0,Sun Jul 25 12:35:48 +0000 2021,"['MelanieMartinez', 'crybaby', 'alphabetBoy', 'k12']",False,False,False,False,True
25345,MariaMo41043227,"How can we address the challenges of learning loss during the pandemic &amp; help ensure all students thrive? @ByronKSanders of @BigThought urges us to include social &amp; emotional learning (SEL) in our approach: https://t.co/ffssB5D3Lc  

via @Forbes https://t.co/dvDxqOsWcm",Georgia ,en,6.0,Sun Jul 25 12:35:52 +0000 2021,,False,False,False,False,False
25348,ScottRRocco,"Great article: 3 Strategies for Productive Teacher Mentoring  https://t.co/U2PDwllf0i

#satchat #k12 #nt2t #sunchat #leadlap",New Jersey,en,0.0,Sun Jul 25 12:37:53 +0000 2021,"['satchat', 'k12', 'nt2t', 'sunchat', 'leadlap']",False,False,False,False,True
25350,MariaMo41043227,"Our highly anticipated Back to School Guide is almost here! Sign up now to get our guide before everyone else, plus you'll get a discount code for our 2022 SEL Vision Summit! 
https://t.co/B2N8l6pp6n

#sel #backtoschool https://t.co/fOu2xm12P8",Georgia ,en,2.0,Sun Jul 25 12:38:59 +0000 2021,,True,False,False,False,False
25353,_TheThief_,"Who is The Thief? The Robin Hood of #Numberella world.   

😏

#behaviour #Curriculum #ditchbook #edchat #eal #facts #fun  #growth #k12 #learn #math #sharestuffsunday #STEM #sundayvibes #student #weekend @miss_shaw_maths 

&gt;&gt;&gt; https://t.co/2ib2hiaDID https://t.co/h8pnQBnCNY",Unknown,en,0.0,Sun Jul 25 12:40:09 +0000 2021,"['Numberella', 'behaviour', 'Curriculum', 'ditchbook', 'edchat', 'eal', 'facts']",False,False,False,False,True
25354,MariaMo41043227,"#sel has impacts far beyond the soft skills it's known for developing. Sign up now for our webinar on August 3rd to learn about the full return on investment SEL provides. https://t.co/vMs696v3SR 
#roi",Georgia ,en,1.0,Sun Jul 25 12:43:11 +0000 2021,['sel'],True,False,False,False,False
25355,RiyazEngClasses,"How to reply ""Get well soon""???👇👇
https://t.co/VujB6bRgAX
#spokenenglish #englishspeaking #fluentenglish #advancedenglish #ieltspreparation #TOEFL #ESL #EFL #tefl #spokenenglishguru #englishvocabulary #englishgrammar #EnglishPRO #easyenglish #riyazenglishclasses",INDIA,en,0.0,Sun Jul 25 12:43:39 +0000 2021,"['spokenenglish', 'englishspeaking', 'fluentenglish']",False,False,True,False,False
25359,T_HEB,"“New research suggests that for a lot of kids, thinking about success helps them achieve more.” #SEL #edchat  https://t.co/a72MbSiEGZ",Maine - The Way Life Should Be,en,0.0,Sun Jul 25 12:44:52 +0000 2021,"['SEL', 'edchat']",True,False,False,False,False
25360,KilleenISD_HR,Can you recommend anyone for these 76 jobs? https://t.co/62UZzO3ks3 #K12,"Killeen, Texas",en,0.0,Sun Jul 25 12:44:54 +0000 2021,['K12'],False,False,False,False,True
25362,Educ8tor66,"How we build back better? #RealSchoolLibrarians 
What’s a school without a functioning library? End For Profit testing and OPEN the LIBRARIES  @SecCardona @EDUnderSec",Massachusetts,en,0.0,Sun Jul 25 12:47:05 +0000 2021,['RealSchoolLibrarians'],False,False,False,False,False
25364,vincentvanzand1,Conversations with irregular verbs.  #ESL #English #grammar #immersion https://t.co/yuosDYS0VR via @YouTube,Nederland,en,3.0,Sun Jul 25 12:49:28 +0000 2021,"['ESL', 'English', 'grammar', 'immersion']",False,False,True,False,False
25373,Z_alshafie,"Idiom: pull/yank someone's chain

= to deceive someone in a friendly or playful way

I thought he really won the lottery but he was only pulling my chain. [=he was only playing a joke on me]

https://t.co/vKTUxXbf1l #ESL #EFL #ELL #TESOL #Idioms #LearnEnglish https://t.co/wgSgBjbFA2",المملكة العربية السعودية,en,12.0,Sun Jul 25 12:52:23 +0000 2021,,False,False,True,False,False
25374,Z_alshafie,"Idiom: tighten your belt

= to begin to spend less money; to make changes in order to save money

Many companies are tightening their belts during the recession.

https://t.co/d85nYuStaI #ESL #EFL #ELL #TESOL #TEFL #Idioms #LearnEnglish https://t.co/jFj4wlo4t9",المملكة العربية السعودية,en,29.0,Sun Jul 25 12:52:41 +0000 2021,,False,False,True,False,False
25375,Z_alshafie,"Idiom: let the cat out of the bag

= to reveal a secret

We wanted the party to be a surprise, but he let the cat out of the bag.

https://t.co/aszSSYg3Yy #ESL #EFL #ELL #TESOL #TEFL #Idioms #LearnEnglish https://t.co/KJgnCEGGTl",المملكة العربية السعودية,en,33.0,Sun Jul 25 12:53:30 +0000 2021,,False,False,True,False,False
25376,Z_alshafie,"Idiom: show (someone) the door

= to tell or force (someone) to leave

We don't tolerate bad behavior. If you cause trouble, we'll show you the door.

https://t.co/q3ijq23uxw #ESL #EFL #ELL #TESOL #TEFL #Idioms #LearnEnglish https://t.co/8mVeiql331",المملكة العربية السعودية,en,16.0,Sun Jul 25 12:53:48 +0000 2021,,False,False,True,False,False
25378,MonicaTR2016,Ask your students to find out about microlearning and decide whether it would work for them. https://t.co/VI0yZoVLML Get them to discuss the pros and cons #InfographicLesson #esl #efl #elt #tesol #tefl #peachpubs https://t.co/wEtbKv3ivO,,en,5.0,Sun Jul 25 12:54:03 +0000 2021,,False,False,True,False,False
25379,Z_alshafie,"Idiom: wish someone (the best of) luck

= to say that you hope someone will have success

I wish you (the best of) luck in your new city.

https://t.co/scXSIOMEzt
#ESL #EFL #ELL #TESOL #TEFL #Idioms #LearnEnglish https://t.co/Zf0z7SvNyl",المملكة العربية السعودية,en,5.0,Sun Jul 25 12:54:39 +0000 2021,,False,False,True,False,False
25381,LiterallySmash,"#NebraskaNeedsSchoolLibrarians
Unfortunately school librarians are often underutilized. SLs can be life changers. SLs lift up &amp; support the entire school community. Give them adequate time &amp; resources &amp; you will get an amazing return on investment.
@NSLAorg @NDE_GOV @NSBAPublicEd https://t.co/L5wuSTGxri",,en,4.0,Sun Jul 25 12:56:34 +0000 2021,['NebraskaNeedsSchoolLibrarians'],False,False,False,False,False
25383,BrandAid_World,Multilingualism is NOT a deficit! 👏🙌💕,Copenhagen,en,1.0,Sun Jul 25 12:57:20 +0000 2021,,False,False,False,False,False
25386,AspiengirlVIP,@aspienwomen is about the twice-exceptional female who is gifted (130+) and talent and has one or more learning. Social. Emotional. Communication differences. It was a beginning of profile the #gifted #neurodivergent profile. It is but one of many subtypes of #autism #adhd #2e,International consults online ,en,1.0,Sun Jul 25 12:59:38 +0000 2021,,False,False,False,False,False
25387,Clever_Books,"#Educators, passionate about creating memorable and exciting lessons for your #K12 class by using #AR #technology? 

Win fantastic prizes in the Cleverbooks’ #contest! 

Join now: https://t.co/uEbuPtIKmu 

#ARVRinEdu #augmentedclassroom #discord #edtech #lessonplan #education https://t.co/FV0wvc7fQg",,en,0.0,Sun Jul 25 13:00:00 +0000 2021,"['Educators', 'K12', 'AR', 'technology']",False,False,False,False,True
25388,aveea_org,"Here our span was a little wider, whilst we had a lot of lateral bracing on the deck we really pushed the bridge to the limit. 📐

Deflection was well over 50mm, BUT the bridge still held !!

#Aveea #AveeaAcademy #STEM #STEMEducation  #BridgeBuilding #STEMBridge https://t.co/YR5uUA5Gky","London, England",en,0.0,Sun Jul 25 13:00:08 +0000 2021,,False,True,False,False,False
25389,peacheypubs,You can see all the short presentations form the SHAPE event (including mine) here https://t.co/wxWrqFKfd8  #esl #efl #elt #tesol #eal #tefl #edtech #edapp #edtools #remoteLearning https://t.co/mpY54L7eVl,,en,0.0,Sun Jul 25 13:00:39 +0000 2021,['esl'],False,False,True,False,False
25391,elsuccessforum,"With this tool, teachers can  provide in-the-moment evidence of student learning. #ELL #ELs https://t.co/iwy15P3suo https://t.co/q3vzoQSgNA",,en,0.0,Sun Jul 25 13:01:03 +0000 2021,"['ELL', 'ELs']",False,False,True,False,False
25392,SEL4USA,Energy and Calm: Brain Breaks and Focused-Attention Practices @edutopia #SEL #classroommanagement #brainbasedlearning https://t.co/yV28izZlqN https://t.co/SgmMldPumR,US,en,2.0,Sun Jul 25 13:01:16 +0000 2021,"['SEL', 'classroommanagement', 'brainbasedlearning']",True,False,False,False,False
25394,SEL4TX,Unleashing the Power of Positivity in Your School @edutopia #SEL #positivity #schoolclimate https://t.co/dHPMM2l6xd https://t.co/rRG4kqq8Yy,"Austin, TX",en,5.0,Sun Jul 25 13:01:16 +0000 2021,"['SEL', 'positivity', 'schoolclimate']",True,False,False,False,False
25402,cipherEquality,"Hi everyone, and welcome to the revamped website of the @YoungEngneersUG programs. Visit it and travel with us on the journey to nurture the next generation of Ugandan scientists and technologists with 21st Century skills. CONTACT us.. https://t.co/Pb644QqXMZ #STEMeducation #News https://t.co/QdNSMXwUyB",Now,en,23.0,Sun Jul 25 13:04:08 +0000 2021,,False,True,False,False,False
25404,The_YUNiversity,"ℹ️💁🏻 After WILL, WOULD, CAN, COULD, MAY, and MIGHT, use the base form of the verb:

Will Goku wins? → ❌

Will Goku WIN? → ✔

#grammar #ESL https://t.co/5soi7AKCmw","Los Angeles, CA",en,0.0,Sun Jul 25 13:06:00 +0000 2021,,False,False,True,False,False
25406,ValentinaESL,I’m in love! @MsSalvac @KatieToppel and @TanKHuynh unveiled the cover of their upcoming new book! #MLSummit 🤩,Texas,en,0.0,Sun Jul 25 13:07:54 +0000 2021,['MLSummit'],False,False,False,False,False
25407,limlessons,"#QuizTime ⛷️🐶
#learnenglish #ESL

➡ Let's ___ skiing?",,en,0.0,Sun Jul 25 13:08:57 +0000 2021,"['QuizTime', 'learnenglish', 'ESL']",False,False,True,False,False
25413,SBala_,Stress.,"Malumfashi, Katsina. ",en,0.0,Sun Jul 25 13:09:38 +0000 2021,,False,False,False,False,False
25418,laurenkazee71,Thrilled that the expansion of #TRAILStoWellness programming will help us reach more students! Seeking an SEL lead... see below!,,en,1.0,Sun Jul 25 13:11:17 +0000 2021,['TRAILStoWellness'],False,False,False,False,False
25422,coopmike48,"Big Education Ape: TOP POSTS THIS WEEK Saturday, July 24, 2021 #REDFORED #tbats #edchat #K12 #learning #edtech #engchat #literacy #edreform #TEACHtheTRUTH #CRT - https://t.co/YI7JvmC7Au https://t.co/FfxSYUjZD7",California,en,1.0,Sun Jul 25 13:12:02 +0000 2021,"['REDFORED', 'tbats', 'edchat', 'K12', 'learning', 'edtech', 'engchat']",False,False,False,False,True
25423,coopmike48,"Big Education Ape: THE TOP BANANA: TODAY'S EDUCATION HEADLINES Saturday, July 24, 2021 #REDFORED #tbats #edchat #K12 #learning #edtech #engchat #literacy #edreform #TEACHtheTRUTH #CRT - https://t.co/MAkvTUxhYe https://t.co/Zbd5E4aXXf",California,en,1.0,Sun Jul 25 13:12:07 +0000 2021,"['REDFORED', 'tbats', 'edchat', 'K12']",False,False,False,False,True
